,O1,O2,rel
41,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5272,http://purl.obolibrary.org/obo/DOID_3842,1.0
42,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84688,http://purl.obolibrary.org/obo/DOID_11256,1.0
43,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7009,http://purl.obolibrary.org/obo/DOID_4439,1.0
44,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128420,http://purl.obolibrary.org/obo/DOID_934,1.0
45,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95595,http://purl.obolibrary.org/obo/DOID_1799,1.0
46,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28396,http://purl.obolibrary.org/obo/DOID_1799,1.0
47,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131438,http://purl.obolibrary.org/obo/DOID_12176,1.0
48,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6492,http://purl.obolibrary.org/obo/DOID_0060092,1.0
49,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40035,http://purl.obolibrary.org/obo/DOID_4236,1.0
50,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75460,http://purl.obolibrary.org/obo/DOID_4621,1.0
51,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84604,http://purl.obolibrary.org/obo/DOID_0050338,1.0
52,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3739,http://purl.obolibrary.org/obo/DOID_4231,1.0
53,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74997,http://purl.obolibrary.org/obo/DOID_0050777,1.0
54,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4826,http://purl.obolibrary.org/obo/DOID_1319,1.0
55,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4525,http://purl.obolibrary.org/obo/DOID_263,1.0
56,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41236,http://purl.obolibrary.org/obo/DOID_0080005,1.0
57,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27005,http://purl.obolibrary.org/obo/DOID_1115,1.0
58,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40219,http://purl.obolibrary.org/obo/DOID_5165,1.0
59,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6511,http://purl.obolibrary.org/obo/DOID_4045,1.0
60,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3745,http://purl.obolibrary.org/obo/DOID_1115,1.0
61,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7472,http://purl.obolibrary.org/obo/DOID_4908,1.0
62,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6082,http://purl.obolibrary.org/obo/DOID_4288,1.0
63,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7473,http://purl.obolibrary.org/obo/DOID_2513,1.0
64,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66903,http://purl.obolibrary.org/obo/DOID_2513,1.0
65,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9359,http://purl.obolibrary.org/obo/DOID_2513,1.0
66,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5355,http://purl.obolibrary.org/obo/DOID_4265,1.0
67,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39961,http://purl.obolibrary.org/obo/DOID_3449,1.0
68,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6386,http://purl.obolibrary.org/obo/DOID_3445,1.0
69,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5568,http://purl.obolibrary.org/obo/DOID_2513,1.0
70,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27596,http://purl.obolibrary.org/obo/DOID_1188,1.0
71,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8501,http://purl.obolibrary.org/obo/DOID_4203,1.0
72,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53655,http://purl.obolibrary.org/obo/DOID_0050013,1.0
73,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92564,http://purl.obolibrary.org/obo/DOID_92,1.0
74,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4270,http://purl.obolibrary.org/obo/DOID_2151,1.0
75,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84648,http://purl.obolibrary.org/obo/DOID_423,1.0
76,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5295,http://purl.obolibrary.org/obo/DOID_4210,1.0
77,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34656,http://purl.obolibrary.org/obo/DOID_16,1.0
78,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6775,http://purl.obolibrary.org/obo/DOID_3565,1.0
79,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2935,http://purl.obolibrary.org/obo/DOID_4706,1.0
80,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5969,http://purl.obolibrary.org/obo/DOID_4203,1.0
81,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5802,http://purl.obolibrary.org/obo/DOID_4203,1.0
82,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97168,http://purl.obolibrary.org/obo/DOID_1969,1.0
83,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116903,http://purl.obolibrary.org/obo/DOID_1969,1.0
84,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118788,http://purl.obolibrary.org/obo/DOID_4448,1.0
85,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92727,http://purl.obolibrary.org/obo/DOID_0050696,1.0
86,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4942,http://purl.obolibrary.org/obo/DOID_8719,1.0
87,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4587,http://purl.obolibrary.org/obo/DOID_8719,1.0
88,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95404,http://purl.obolibrary.org/obo/DOID_3119,1.0
89,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4787,http://purl.obolibrary.org/obo/DOID_0060085,1.0
90,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6380,http://purl.obolibrary.org/obo/DOID_1294,1.0
91,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6014,http://purl.obolibrary.org/obo/DOID_1352,1.0
92,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3618,http://purl.obolibrary.org/obo/DOID_731,1.0
93,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7617,http://purl.obolibrary.org/obo/DOID_0060085,1.0
94,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2955,http://purl.obolibrary.org/obo/DOID_9256,1.0
95,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129023,http://purl.obolibrary.org/obo/DOID_0050565,1.0
96,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5627,http://purl.obolibrary.org/obo/DOID_1995,1.0
97,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7731,http://purl.obolibrary.org/obo/DOID_10283,1.0
98,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4716,http://purl.obolibrary.org/obo/DOID_502,1.0
99,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5839,http://purl.obolibrary.org/obo/DOID_3247,1.0
100,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5464,http://purl.obolibrary.org/obo/DOID_3247,1.0
101,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6617,http://purl.obolibrary.org/obo/DOID_4050,1.0
102,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27348,http://purl.obolibrary.org/obo/DOID_4029,1.0
103,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6516,http://purl.obolibrary.org/obo/DOID_4045,1.0
104,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6514,http://purl.obolibrary.org/obo/DOID_461,1.0
105,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5834,http://purl.obolibrary.org/obo/DOID_270,1.0
106,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5610,http://purl.obolibrary.org/obo/DOID_4067,1.0
107,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3874,http://purl.obolibrary.org/obo/DOID_4074,1.0
108,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6378,http://purl.obolibrary.org/obo/DOID_3247,1.0
109,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4259,http://purl.obolibrary.org/obo/DOID_3247,1.0
110,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5236,http://purl.obolibrary.org/obo/DOID_2146,1.0
111,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5190,http://purl.obolibrary.org/obo/DOID_3017,1.0
112,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54287,http://purl.obolibrary.org/obo/DOID_1357,1.0
113,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40154,http://purl.obolibrary.org/obo/DOID_2871,1.0
114,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40104,http://purl.obolibrary.org/obo/DOID_1963,1.0
115,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39898,http://purl.obolibrary.org/obo/DOID_2671,1.0
116,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40297,http://purl.obolibrary.org/obo/DOID_3999,1.0
117,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27340,http://purl.obolibrary.org/obo/DOID_4029,1.0
118,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27342,http://purl.obolibrary.org/obo/DOID_4029,1.0
119,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27051,http://purl.obolibrary.org/obo/DOID_4029,1.0
120,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27329,http://purl.obolibrary.org/obo/DOID_4029,1.0
121,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27052,http://purl.obolibrary.org/obo/DOID_4029,1.0
122,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3190,http://purl.obolibrary.org/obo/DOID_6217,1.0
123,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6166,http://purl.obolibrary.org/obo/DOID_2671,1.0
124,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4120,http://purl.obolibrary.org/obo/DOID_2671,1.0
125,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128413,http://purl.obolibrary.org/obo/DOID_4166,1.0
126,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2920,http://purl.obolibrary.org/obo/DOID_0060122,1.0
127,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42048,http://purl.obolibrary.org/obo/DOID_769,1.0
128,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5156,http://purl.obolibrary.org/obo/DOID_3302,1.0
129,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128412,http://purl.obolibrary.org/obo/DOID_4166,1.0
130,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5453,http://purl.obolibrary.org/obo/DOID_3302,1.0
131,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40229,http://purl.obolibrary.org/obo/DOID_4112,1.0
132,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6336,http://purl.obolibrary.org/obo/DOID_4114,1.0
133,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39934,http://purl.obolibrary.org/obo/DOID_4085,1.0
134,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39915,http://purl.obolibrary.org/obo/DOID_5557,1.0
135,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50842,http://purl.obolibrary.org/obo/DOID_0050826,1.0
136,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4130,http://purl.obolibrary.org/obo/DOID_4896,1.0
137,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45525,http://purl.obolibrary.org/obo/DOID_114,1.0
138,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96716,http://purl.obolibrary.org/obo/DOID_9741,1.0
139,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6778,http://purl.obolibrary.org/obo/DOID_4143,1.0
140,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5697,http://purl.obolibrary.org/obo/DOID_219,1.0
141,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7317,http://purl.obolibrary.org/obo/DOID_6170,1.0
142,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40277,http://purl.obolibrary.org/obo/DOID_136,1.0
143,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41248,http://purl.obolibrary.org/obo/DOID_1795,1.0
144,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35875,http://purl.obolibrary.org/obo/DOID_305,1.0
145,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5712,http://purl.obolibrary.org/obo/DOID_3918,1.0
146,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4168,http://purl.obolibrary.org/obo/DOID_5876,1.0
147,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7563,http://purl.obolibrary.org/obo/DOID_2664,1.0
148,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4068,http://purl.obolibrary.org/obo/DOID_3451,1.0
149,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9338,http://purl.obolibrary.org/obo/DOID_170,1.0
150,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35206,http://purl.obolibrary.org/obo/DOID_820,1.0
151,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3410,http://purl.obolibrary.org/obo/DOID_864,1.0
152,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43345,http://purl.obolibrary.org/obo/DOID_2095,1.0
153,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27255,http://purl.obolibrary.org/obo/DOID_4921,1.0
154,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2851,http://purl.obolibrary.org/obo/DOID_526,1.0
155,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133730,http://purl.obolibrary.org/obo/DOID_0110274,1.0
156,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150646,http://purl.obolibrary.org/obo/DOID_0050539,1.0
157,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9469,http://purl.obolibrary.org/obo/DOID_626,1.0
158,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128397,http://purl.obolibrary.org/obo/DOID_883,1.0
159,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98930,http://purl.obolibrary.org/obo/DOID_225,1.0
160,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4454,http://purl.obolibrary.org/obo/DOID_0050621,1.0
161,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5606,http://purl.obolibrary.org/obo/DOID_3447,1.0
162,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7471,http://purl.obolibrary.org/obo/DOID_6126,1.0
163,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6563,http://purl.obolibrary.org/obo/DOID_263,1.0
164,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4577,http://purl.obolibrary.org/obo/DOID_1659,1.0
165,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8715,http://purl.obolibrary.org/obo/DOID_3672,1.0
166,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7138,http://purl.obolibrary.org/obo/DOID_3664,1.0
167,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27210,http://purl.obolibrary.org/obo/DOID_936,1.0
168,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40103,http://purl.obolibrary.org/obo/DOID_3030,1.0
169,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40109,http://purl.obolibrary.org/obo/DOID_0060111,1.0
170,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40137,http://purl.obolibrary.org/obo/DOID_3700,1.0
171,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36095,http://purl.obolibrary.org/obo/DOID_3702,1.0
172,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27416,http://purl.obolibrary.org/obo/DOID_3502,1.0
173,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7449,http://purl.obolibrary.org/obo/DOID_3616,1.0
174,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5424,http://purl.obolibrary.org/obo/DOID_3616,1.0
175,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9131,http://purl.obolibrary.org/obo/DOID_3458,1.0
176,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115993,http://purl.obolibrary.org/obo/DOID_5679,1.0
177,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5511,http://purl.obolibrary.org/obo/DOID_3603,1.0
178,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27623,http://purl.obolibrary.org/obo/DOID_2253,1.0
179,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27066,http://purl.obolibrary.org/obo/DOID_53,1.0
180,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5121,http://purl.obolibrary.org/obo/DOID_366,1.0
181,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4944,http://purl.obolibrary.org/obo/DOID_3842,1.0
182,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5441,http://purl.obolibrary.org/obo/DOID_4439,1.0
183,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5443,http://purl.obolibrary.org/obo/DOID_5612,1.0
184,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4627,http://purl.obolibrary.org/obo/DOID_3093,1.0
185,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552,http://purl.obolibrary.org/obo/DOID_120,1.0
186,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9234,http://purl.obolibrary.org/obo/DOID_5612,1.0
187,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5428,http://purl.obolibrary.org/obo/DOID_5612,1.0
188,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26972,http://purl.obolibrary.org/obo/DOID_2742,1.0
189,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5310,http://purl.obolibrary.org/obo/DOID_1140,1.0
190,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7001,http://purl.obolibrary.org/obo/DOID_2602,1.0
191,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5273,http://purl.obolibrary.org/obo/DOID_3541,1.0
192,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50795,http://purl.obolibrary.org/obo/DOID_121,1.0
193,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26869,http://purl.obolibrary.org/obo/DOID_3082,1.0
194,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123111,http://purl.obolibrary.org/obo/DOID_417,1.0
195,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4726,http://purl.obolibrary.org/obo/DOID_3840,1.0
196,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4725,http://purl.obolibrary.org/obo/DOID_3840,1.0
197,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7076,http://purl.obolibrary.org/obo/DOID_3316,1.0
198,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5126,http://purl.obolibrary.org/obo/DOID_1659,1.0
199,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27335,http://purl.obolibrary.org/obo/DOID_3418,1.0
200,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4002,http://purl.obolibrary.org/obo/DOID_3721,1.0
201,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7812,http://purl.obolibrary.org/obo/DOID_3721,1.0
